facility_id,facility_name,facility_type,state,co2_volume,co2_cost_inv_2018$,co2_cost_om_2018$,supply_latitude,supply_longitude,year_operational,years_operating,facility_new,source,plant_id,unit_id,summer_cap,cap_factor,emm_region,emm_census_region,ccs_overnight_cost,ccs_fixed_om_cost,ccs_var_om_cost,rrc,crosswalk_notes,supply_hsm_region,supply_census_region,supply_census_division,co2_ratio,eligibility_45q,cluster_type,operational_status
f1005924,Cheyenne Plant,ammonia,WY,190889.5291845549,74.78130787376557,30.203390130453595,41.0949,-104.908,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,0,not_cluster,Y
f1005306,Valero Lakota Plant,ethanol,IA,94617.59342999823,104.07445013708036,33.01237821919303,43.38391,-94.14706,2018.0,6.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,Y
f1002170,COFFEYVILLE RESOURCES NITROGEN FERT.,ammonia,KS,52137.13727117466,106.55358699689872,49.79903695308219,37.04536,-95.60517,2013.0,11.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,Y
f1012789,US Nitrogen LLC,ammonia,TN,74710.98175730719,95.28034844309722,43.344692122608265,36.1939,-83.00266,2017.0,7.0,N,2-NETL,,,,,,,,,,0,,1.0,3,6,1.0,1,not_cluster,Y
f1007933,THE ANDERSONS MARATHON HOLDINGS LLC MI,ethanol,MI,235309.87159661023,82.08181619690987,23.09726353127114,42.259646,-84.789726,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,0,not_cluster,Y
f1007770,CHEROKEE NITROGEN,ammonia,AL,116550.51506314664,82.65884648766279,36.518053538000025,34.80302,-87.93974,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,2.0,3,6,1.0,0,not_cluster,Y
f1002882,"CARDINAL ETHANOL, LLC",ethanol,IN,216376.82936608925,83.58631289188129,23.868823547817204,40.18682,-84.86226,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,0,not_cluster,Y
f1005867,PRYOR CHEMICAL COMPANY,ammonia,OK,95043.50337980314,85.80585043082115,39.5035658990348,36.241247,-95.278349,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,3.0,3,7,1.0,0,not_cluster,Y
f1000035,THE ANDERSONS MARATHON HOLDINGS LLC OH,ethanol,OH,213259.61325019397,87.55956768474144,24.004904574350128,40.081111,-84.591667,2011.0,13.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,0,not_cluster,Y
f1002962,E ENERGY ADAMS,ethanol,NE,140009.88121455765,87.95925150721625,28.309037787781342,40.4842,-96.5459,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,0,not_cluster,Y
f1005766,Dyno Nobel,ammonia,OR,84722.63809665201,90.83141835214806,41.293146152790186,45.911158,-122.824231,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,7.0,4,9,1.0,0,not_cluster,Y
f1006203,ARKALON ETHANOL LLC,ethanol,KS,120194.33344813791,92.59793761502652,30.054816644716876,37.107107,-101.03083,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,0,not_cluster,Y
f1004902,Marion Ethanol LLC d/b/a Poet Biorefining - Marion,ethanol,OH,167719.01542373677,92.9653737551004,26.374338849835617,40.61855,-83.15954,2013.0,11.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,1,not_cluster,Y
f1000415,"South Bend Ethanol, LLC.",ethanol,IN,143421.80565224157,93.10157688502422,28.04305766344992,41.6552,-86.2962,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,0,not_cluster,Y
f1000413,"Alto Pekin, LLC",ethanol,IL,377313.70898377936,75.1013502370553,19.19885406783532,40.555,-89.6628,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,0,not_cluster,Y
f1004174,NEVADA CEMENT COMPANY,cement,NV,434844.0382409589,56.37503073989835,16.43292596387404,39.62,-119.2628,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1003770,GIANT CEMENT COMPANY,cement,SC,682030.9308334722,49.22927272195393,11.629019227961033,33.242778,-80.442222,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,3,5,1.0,1,not_cluster,N
f1005360,Lafarge Ravena Cement Plant,cement,NY,1227960.2345005928,49.26434566520216,7.352080660685364,42.546096,-73.672154,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,1,2,1.0,1,not_cluster,N
f1006669,CalPortland Company Rillito Plant,cement,AZ,983913.5710911416,49.27801139604535,9.494745659564911,32.4108,-111.15055,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1007216,Central Plains Cement Company,cement,OK,561669.0421178947,49.52580628493585,14.0239011107588,36.1941,-95.8117,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,3,7,1.0,1,not_cluster,N
f1004385,Central Plains Cement Company LLC,cement,MO,888867.7012098252,49.18480624857151,9.584078500207704,39.14418,-94.39482,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,N
f1003303,Brooksville South Cement Plant,cement,FL,910525.830255489,49.77133717054529,9.40821065226052,28.582265,-82.430829,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,5,1.0,1,not_cluster,N
f1006077,Davenport Plant,cement,IA,927859.9550189526,49.841912642482846,9.271560394847253,41.45906,-90.695252,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,N
f1003643,PHOENIX CEMENT COMPANY\S CLARKDALE FACILITY,cement,AZ,921819.2789385132,49.92670590765656,9.973480204496022,34.78141,-112.08271,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1006136,LEHIGH CEMENT CO LLC,cement,IN,527031.7543190997,56.40935323104011,13.827184992578454,40.734521,-86.433441,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,1,not_cluster,N
f1004539,GCC DACOTAH,cement,SD,780695.276652692,49.9764648270669,10.560225842781758,44.08901,-103.26756,,0.0,N,2-NETL,,,,,,,,,,0,,6.0,2,4,1.0,1,not_cluster,N
f1002787,LEHIGH CEMENT COMPANY LLC,cement,MD,2176695.739715759,50.27444468702993,4.010850675408703,39.560284,-77.171425,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,3,5,1.0,1,not_cluster,N
f1004721,CEMEX CONSTRUCTION MATERIALS ATLANTIC LLC,cement,TN,575297.3995190078,50.38283924024538,13.055779662079546,36.022505,-83.834408,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,3,6,1.0,1,not_cluster,N
f1005302,LONE STAR INDUSTRIES INC,cement,IN,913461.6609906892,50.38985689272264,9.384815296739069,39.616615,-86.868632,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,1,not_cluster,N
f1005987,CONTINENTAL CEMENT COMPANY LLC,cement,MO,786403.4291092204,50.43150833090191,10.504140784327708,39.67913,-91.31424,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,N
f1008033,"CEMEX SOUTHEAST LLC, DEMOPOLIS PLANT",cement,AL,598182.2347853803,49.022392573848215,12.7205562077797,32.5127,-87.815631,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,6,1.0,1,not_cluster,N
f1002750,Argos Cement LLC - Harleyville Plant,cement,SC,701862.8306613291,48.915794295564766,11.397673118017249,33.226205,-80.452832,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,3,5,1.0,1,not_cluster,N
f1001157,"RED TRAIL ENERGY, LLC",ethanol,ND,250133.96093409896,46.955781729875824,23.4433572327727,46.878642,-102.296038,2022.0,2.0,N,2-NETL,,,,,,,,,,0,,6.0,2,4,1.0,1,not_cluster,Y
f1002421,ASH GROVE CEMENT COMPANY,cement,TX,809477.3408862061,47.36359444151525,10.963759510342944,32.51993,-97.0068,,0.0,N,2-NETL,,,,,,,,,,5,,4.0,3,7,1.0,1,not_cluster,N
f1006112,LONE STAR INDUSTRIES,cement,MO,1049953.6101002651,47.57982439165677,8.399606849623892,37.2676,-89.5385,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,N
f1002443,BIG RIVER RESOURCES WEST BURLINGTON LLC,ethanol,IA,420627.4806816676,47.6410005714954,21.45280168475774,40.831196,-91.220611,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,N
f1006490,"Valero Renewable Fuels Company, LLC d/b/a Valero Mt. Vernon Plant",ethanol,IN,468031.4172789301,47.67259315235936,20.8556448050874,37.933569,-87.873408,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,1,not_cluster,N
f1004131,HOLCIM (US) INC. DEVIL\S SLIDE PLANT,cement,UT,860194.2988374633,47.72891410867715,10.494654885335429,41.0633,-111.5317,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1007552,ASH GROVE CEMENT COMPANY-Louisville,cement,NE,808234.6027777948,47.92403453202064,10.97575977891777,41.005565,-96.154917,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,N
f1006234,LEHIGH HANSON CEMENT SOUTH LLC,cement,AL,607914.6555466545,48.83642154487888,12.583310163100071,33.5401,-86.5435,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,6,1.0,1,not_cluster,N
f1002530,Ash Grove Cement Company-LEAMINGTON,cement,UT,666698.2770449746,50.49480788327766,12.53587594364586,39.508327,-112.262246,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1000630,ADVANSIX INCORPORATED - HOPEWELL,ammonia,VA,642530.8165191945,54.22481491373341,18.95814949807676,37.1815,-77.1621,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,1.0,3,5,1.0,0,not_cluster,Y
f1003489,PCS NITROGEN FERTILIZER LP - GEISMAR AGRICULTURAL NITROGEN & PHOSPHATE PLANT,ammonia,LA,486356.3379091412,54.242954783062565,21.092452246949435,30.225784,-91.053154,2013.0,11.0,N,2-NETL,,,,,,,,,,0,,2.0,3,7,1.0,1,not_cluster,Y
f1005352,LEHIGH CEMENT CO LLC,cement,IA,592958.9320869349,54.61690834817675,12.795492469647217,43.1788,-93.2118,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,N
f1004183,"CF Industries Nitrogen, LLC - Yazoo City Facility",ammonia,MS,662409.7586849761,54.666602537632535,18.738263338103494,32.928056,-90.407222,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,6,1.0,1,not_cluster,N
f1006005,"CF Industries Nitrogen, LLC-Port Neal Nitrogen Complex",ammonia,IA,976893.1749846968,54.72304701368581,16.150202142053637,42.32786,-96.36489,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,0,not_cluster,Y
f1003067,GCC RIO GRANDE INC,cement,CO,855529.1656822215,54.10371311731181,10.536196798930442,38.129058,-104.606741,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1002517,Lehigh Cement LLC,cement,IN,604184.5410599113,54.79466663969807,12.635551277977491,38.415722,-85.749361,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,1,not_cluster,N
f1002204,HOLCIM INCORPORATED,cement,OK,374308.9295309597,54.85421793998791,17.956252445983143,34.76754,-96.69652,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,3,7,1.0,1,not_cluster,N
f1005331,CEMEX SOUTHEAST LLC,cement,GA,419655.0612556119,54.88957181486338,15.957412850491536,32.4152,-83.6333,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,3,5,1.0,1,not_cluster,N
f1003008,Holcim (US) Inc. - Portland Plant,cement,CO,792104.9112796205,54.91355256318419,11.133855807365768,38.328631,-105.008989,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1005622,KEYSTONE CEMENT COMPANY,cement,PA,809266.3371150023,55.46776824385314,10.28501033450846,40.715359,-75.400859,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,1,2,1.0,1,not_cluster,N
f1001835,Lehigh Cement Co. LLC Nazareth,cement,PA,787849.6399457842,55.74556062888625,10.490020256210832,40.72966,-75.30078,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,1,2,1.0,1,not_cluster,N
f1001689,Drake Cement,cement,AZ,529938.9828673824,56.12930568529282,14.550979672714522,34.98533,-112.37044,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1006738,ILLINOIS CEMENT CO,cement,IL,636040.667558196,56.129827782555786,12.203147904297232,41.329483,-89.081612,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,1,not_cluster,N
f1000533,SUWANNEE AMERICAN CEMENT,cement,FL,583313.9837178708,54.55194896598256,12.936287383935875,29.9616,-82.8497,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,5,1.0,1,not_cluster,N
f1006694,Green Plains York LLC,ethanol,NE,287927.84921221266,53.76075637911961,26.476008895795506,40.69874,-97.567402,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,0,not_cluster,Y
f1007606,ASH GROVE CEMENT-FOREMAN,cement,AR,1028816.0928267292,50.83176392460781,8.540259934720952,33.6936,-94.4166,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,3,7,1.0,1,not_cluster,N
f1003883,"SUWANNEE AMERICAN CEMENT COMPANY, LLC",cement,FL,611749.5271670525,54.00150452927449,12.530061090664503,28.760864,-82.025353,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,5,1.0,1,not_cluster,N
f1004758,CEMEX MIAMI,cement,FL,794318.5762368456,51.15221440867887,10.427293786726487,25.786463,-80.421113,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,5,1.0,1,not_cluster,N
f1006110,"Lone Star Industries, Inc. /dba/ BUZZI UNICEM USA",cement,TX,578380.2781619652,51.15596794136739,13.762519433794685,32.25,-100.458333,,0.0,N,2-NETL,,,,,,,,,,72,,4.0,3,7,1.0,1,not_cluster,N
f1000247,SIGNAL MOUNTAIN CEMENT CO,cement,TN,524335.2998521682,51.49038165425952,13.873142541022409,35.101197,-85.345342,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,3,6,1.0,1,not_cluster,N
f1004270,CAPITOL CEMENT PLANT,cement,TX,534372.0527080515,52.12106676298387,14.474759381736536,29.545278,-98.421111,,0.0,N,2-NETL,,,,,,,,,,1,,2.0,3,7,1.0,1,not_cluster,N
f1005978,MOUNTAIN CEMENT CO,cement,WY,564508.1107823956,52.05037456277281,13.22027825724952,41.26109,-105.60319,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1004301,Century Plant,ng_processing,TX,5000000.0,0.0,20.0,30.608181,-102.57849,2010.0,14.0,N,3-CATF,,,,,,,,,,8,,4.0,3,7,1.0,0,not_cluster,Y
f1006402,Air Products Port Arthur Facility,ammonia,TX,1000000.0,0.0,20.0,29.866,-93.967,2013.0,11.0,N,3-CATF,,,,,,,,,,3,,2.0,3,7,1.0,1,not_cluster,Y
fop006,Petra Nova,other_operational_facility,TX,1400000.0,0.0,20.0,29.47908971,-95.62943553,2023.0,1.0,N,3-CATF,,,,,,,,,,3,,2.0,3,7,1.0,1,not_cluster,Y
fop005,Celanese Utilization Project,other_operational_facility,TX,180000.0,0.0,20.0,29.56029717,-95.05347963,2024.0,1.0,N,3-CATF,,,,,,,,,,3,,2.0,3,7,1.0,1,not_cluster,Y
fop004,Oklahoma Carbon Hub-EOR,other_operational_facility,OK,750000.0,0.0,20.0,36.76113438,-96.71275729,,1.0,N,3-CATF,,,,,,,,,,0,,3.0,3,7,1.0,1,not_cluster,Y
fop003,Blue Flint,ethanol,ND,181437.0,0.0,20.0,47.4564,-101.1371,2024.0,1.0,N,3-CATF,,,,,,,,,,0,,6.0,2,4,1.0,1,not_cluster,Y
f1010117,Core Energy CO2-EOR,ng_processing,MI,400000.0,0.0,20.0,45.113,-84.652,2003.0,21.0,N,3-CATF,,,,,,,,,,0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1010117&ds=E&et=&popup=true,1.0,2,3,1.0,0,not_cluster,Y
f1003128,Terrell Gas Processing,ng_processing,TX,500000.0,0.0,20.0,30.3718,-101.8449,1972.0,52.0,N,3-CATF,,,,,,,,,,73,,4.0,3,7,1.0,0,not_cluster,Y
f1005897,Jal #3 Gas Plant,ng_processing,NM,30565.7335279999,0.0,20.3756019076,32.174281,-103.174134,2010.0,14.0,N,2-NETL,,,,,,,,,,4,,4.0,4,8,1.0,0,not_cluster,Y
f1013609,CAMPO VIEJO GAS PROCESSING PLANT,ng_processing,TX,43050.0,24.790824452600003,15.194376277400002,33.149918,-102.991166,2022.0,2.0,N,2-NETL,,,,,,,,,,81,,4.0,3,7,1.0,1,not_cluster,Y
f1007903,Velma Gas Plant,ng_processing,OK,15408.6403349999,0.0,25.344367744200003,34.4615,-97.6905,2010.0,14.0,N,2-NETL,,,,,,,,,,0,,3.0,3,7,1.0,0,not_cluster,Y
f1002515,ARTESIA GAS PLANT,ng_processing,NM,15622.7089369999,0.0,25.6948581868,32.7564,-104.2111,2010.0,14.0,N,2-NETL,,,,,,,,,,4,,4.0,4,8,1.0,0,not_cluster,Y
f1010032,LANCASTER RANCH COMPRESSOR STATION AND TREATING FACILITY,ng_processing,TX,20583.2,31.3400751832,19.2084331768,28.726014,-99.037991,2022.0,2.0,N,2-NETL,,,,,,,,,,1,,2.0,3,7,1.0,1,not_cluster,Y
f1013618,JACKSON LAKE GAS PLANT,ng_processing,CO,14281.0,36.432242933,22.329439217,40.452668,-103.955917,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1012151,MT. OLIVE GAS PLANT,ng_processing,LA,36108.5,25.1015812742,15.3848401358,32.57421,-92.68162,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,7,1.0,1,not_cluster,N
f1011130,TARGA TUPELO GAS PROCESSING PLANT,ng_processing,OK,20591.0,30.929214996800003,18.9566156432,34.5864,-96.288,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,3,7,1.0,1,not_cluster,N
f1013647,IRON HORSE PROCESSING PLANT,ng_processing,OK,17938.9,32.3567579722,19.8315613378,35.145966,-97.921797,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,3,7,1.0,1,not_cluster,N
f1004110,WEST FRENCHIE DRAW AMINE PLANT,ng_processing,WY,16911.9,32.861560881,20.140956669,43.287261,-107.621532,,0.0,N,2-NETL,,,,,,,,,,0,,5.0,4,8,1.0,1,not_cluster,N
f1013364,ROADRUNNER GAS PROCESSING PLANT,ng_processing,NM,17933.0,32.891219914,20.159134786,32.265851,-104.11239,,0.0,N,2-NETL,,,,,,,,,,4,,4.0,4,8,1.0,1,not_cluster,N
f1012433,MERIT ENERGY 345 ARKOMA BASIN GB,ng_processing,TX,16842.4,33.4407245562,20.495927953800003,32.93476,-96.81801,,0.0,N,2-NETL,,,,,,,,,,5,,4.0,3,7,1.0,1,not_cluster,N
f1013949,XTO - BOYSCOUT BOARDWALK,ng_processing,AR,14849.7,33.9658978812,20.8178083788,35.2683158972217,-92.5578741141625,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,3,7,1.0,1,not_cluster,N
f1013406,BELLE ISLE BATTERY I PRODUCTION FACILITY,ng_processing,LA,21409.0,29.7024102088,18.2047030312,29.5289,-91.4052,,0.0,N,2-NETL,,,,,,,,,,0,,2.0,3,7,1.0,1,not_cluster,N
f1008924,NATIONAL HELIUM PLANT,ng_processing,KS,27120.1,29.5176307966,18.0914511334,37.1592,-100.7625,,0.0,N,2-NETL,,,,,,,,,,0,,3.0,2,4,1.0,1,not_cluster,N
f1010118,EAGLE-1 GAS PLANT,ng_processing,TX,40076.1,25.3531306874,15.5390155826,29.1351,-96.6591,,0.0,N,2-NETL,,,,,,,,,,2,,2.0,3,7,1.0,1,not_cluster,N
f1010643,WOODSBORO PLANT,ng_processing,TX,35724.6,26.2866917628,16.1111981772,28.175976,-97.281664,,0.0,N,2-NETL,,,,,,,,,,2,,2.0,3,7,1.0,1,not_cluster,N
f1009130,WARNER CO2 TREATMENT PLANT,ng_processing,MI,30034.6,27.9730262102,17.144757999800003,45.034388,-84.846853,,0.0,N,2-NETL,,,,,,,,,,0,,1.0,2,3,1.0,1,not_cluster,N
f1013903,BATTLE HORSE PLANT,ng_processing,TX,26188.3,29.009542328,17.780042072,30.1619,-96.56315,,0.0,N,2-NETL,,,,,,,,,,3,,2.0,3,7,1.0,1,not_cluster,N
f_agg_nonop_ng_processing0,_agg_nonop_ng_processing0,ng_processing,LA,221704.0,24.82391158413157,15.214655487048384,32.265127183333334,-93.38682626666667,,0.0,N,,,,,,,,0.0,0.0,0.0,0,,2.0,3,7,1.0,1,not_cluster,N
f_agg_nonop_ng_processing1,_agg_nonop_ng_processing1,ng_processing,LA,160569.6,25.03150277886212,15.341888799947752,31.82808925,-94.2781265,,0.0,N,,,,,,,,0.0,0.0,0.0,0,,2.0,3,7,1.0,1,not_cluster,N
f_agg_nonop_ng_processing2,_agg_nonop_ng_processing2,ng_processing,OK,40351.5,31.0846451088543,19.051879260265537,35.073406,-95.4912025,,0.0,N,,,,,,,,0.0,0.0,0.0,0,,3.0,3,7,1.0,1,not_cluster,N
f_agg_nonop_ng_processing3,_agg_nonop_ng_processing3,ng_processing,TX,133375.1,30.43124218318536,18.651406499371667,31.86401233333333,-101.81044975,,0.0,N,,,,,,,,0.0,0.0,0.0,8,,4.0,3,7,1.0,1,not_cluster,N
