"note:100% cf, tons per year",,,,,,,CAPEX,,,,,,INCREMENTAL OPEX,,,,,,PARASITIC LOAD,,,,REPORTING METRICS,,,,,
1009776,"KH PLANTATION WEST GAS TREATING FACILITY COUSHATTA, LA",LA,57425.46986,4095096.114,N,TRUE,5.768029466,0.034481718,0.302253809,3.451763639,9.556528632,11.61258745,0.188631576,0.191136304,0.37976788,0.095690866,0.107935834,0.124341921,0.008746871,0.48228162,0,0.491028491,0.128781446,1.335076521,0.127214528,0.661113654,41.96840836,51.96840836
1013745,"GEMINI ARKLATEX, LLC",TX,58599.61212,4178825.954,Y,TRUE,5.839685823,0.034973736,0.674446634,3.501016668,10.05012286,12.21237701,0.198374387,0.201008484,0.399382872,0.100633295,0.113510714,0.130764175,0.016535611,0.492142527,0,0.508678138,0.14366555,1.412265706,0.127214528,0.680665661,43.5053403,53.5053403
1013724,SCM PECOS GAS PROCESSING PLANT,TX,58878.68671,4198727.18,Y,TRUE,5.856634752,0.035090244,0.676693419,3.512679608,10.08109802,12.25001639,0.198985791,0.201628006,0.400613797,0.100943454,0.113860562,0.131167199,0.01661436,0.494486305,0,0.511100665,0.144349743,1.41685981,0.127214528,0.679834245,43.43998486,53.43998486
1013722,PONDEROSA GATHERING LLC,TX,59225.75013,4223476.791,Y,TRUE,5.877669174,0.035234905,0.679483119,3.527160794,10.11954799,12.29673876,0.199744736,0.202397029,0.402141764,0.101328459,0.114294833,0.131667479,0.016712294,0.497401079,0,0.514113374,0.14520062,1.422564124,0.127214528,0.678807712,43.35929179,53.35929179
1010358,TENAHA PLANT,TX,60790.56121,4335065.809,Y,TRUE,5.971916731,0.035884014,0.692000773,3.592139271,10.29194079,12.50622135,0.203147512,0.205844988,0.408992499,0.103054652,0.116241917,0.133910517,0.017153852,0.510542977,0,0.527696829,0.149036984,1.44816117,0.127214528,0.674278803,43.00328613,53.00328613
1012200,KINDERHAWK FIELD SERVICES LLC 230 ARKLA BASIN,TX,62814.20794,4479375.083,Y,TRUE,6.092408312,0.036716073,0.708046523,3.675431905,10.51260281,12.77435816,0.20750305,0.210258361,0.41776141,0.105264172,0.118734176,0.136781595,0.017724884,0.527538356,0,0.545263239,0.153998251,1.480976015,0.127214528,0.668651298,42.56092275,52.56092275
1011948,DUBBERLY REFRIGERATION PLANT,LA,63068.00919,327268.2401,N,TRUE,6.107412518,0.036819856,0.322749054,3.685821041,10.15280247,12.33714784,0.200401129,0.203062138,0.403463267,0.10166144,0.114670425,0.13210016,0.009606326,0.529669878,0,0.539276204,0.141435315,1.422996443,1.748241856,8.86885029,40.7301107,50.7301107
1010643,WOODSBORO PLANT,TX,63583.08691,2121819.212,Y,TRUE,6.137790656,0.037030095,0.714102246,3.706866841,10.59578984,12.87544262,0.209145037,0.211922151,0.421067188,0.106097135,0.119673728,0.137863958,0.017941846,0.533995703,0,0.551937548,0.15588327,1.493361511,0.271850092,1.424437119,42.39788994,52.39788994
1012151,MT. OLIVE GAS PLANT,LA,64266.3569,4582929.996,N,TRUE,6.17794071,0.037308199,0.32702968,3.734706147,10.27698474,12.48804755,0.202852301,0.205545858,0.408398159,0.102904895,0.116072997,0.133715921,0.009788854,0.539734072,0,0.549522926,0.14412271,1.441359034,0.127214528,0.642260627,40.48642141,50.48642141
1013932,MENTONE GAS PLANT,TX,65037.01567,4637886.826,Y,TRUE,6.223026627,0.037620809,0.725493785,3.765999714,10.75214094,13.0654322,0.212231174,0.215049267,0.427280441,0.107662701,0.121439629,0.139898274,0.018352115,0.546206367,0,0.564558481,0.15944779,1.516661812,0.127214528,0.662746934,42.09679621,52.09679621
1010120,BRASADA GAS PLANT,TX,67849.1193,2355575.253,Y,TRUE,6.385805129,0.038752226,0.74731246,3.879259298,11.05112911,13.4287468,0.218132753,0.22102921,0.439161963,0.110656511,0.124816539,0.143788469,0.019145633,0.569823516,0,0.588969149,0.166342075,1.561296575,0.261302452,1.346741834,41.53957897,51.53957897
1009774,"KH PLANTATION CENTRAL GAS TREATING FACILITY COUSHATTA, LA",LA,71159.74839,5074508.05,N,TRUE,6.574105612,0.040066351,0.351206605,4.010808642,10.97618721,13.33768136,0.216653512,0.219530327,0.436183839,0.109906108,0.123970111,0.142813385,0.010838834,0.597627478,0,0.608466312,0.159581721,1.545076505,0.127214528,0.625838545,39.19552471,49.19552471
1010118,EAGLE-1 GAS PLANT,TX,71327.94067,1296206.401,Y,TRUE,6.583579716,0.040132617,0.773932443,4.01744222,11.415087,13.87100914,0.225316737,0.228308586,0.453625323,0.114300873,0.128927247,0.148523999,0.020127285,0.599040022,0,0.619167307,0.174870916,1.615766848,0.499208276,2.54057806,40.89214627,50.89214627
1010353,APPLEBY TREATER,TX,71812.93955,5121088.088,Y,TRUE,6.61085056,0.040323442,0.777612379,4.036544572,11.46533095,13.93206293,0.226308478,0.229313495,0.455621973,0.114803973,0.129494726,0.149177733,0.020264142,0.603113233,0,0.623377375,0.176059962,1.623298054,0.127214528,0.64631709,40.80528936,50.80528936
1013901,HORSESHOE TREATER,TX,75089.57422,5354749.806,Y,TRUE,6.793244907,0.041602694,0.802281951,4.16460301,11.80173256,14.34084035,0.232948542,0.236041729,0.468990271,0.118172409,0.1332942,0.153554722,0.021188741,0.630631696,0,0.651820437,0.184093113,1.673794281,0.127214528,0.639108537,40.2386439,50.2386439
1010300,WIGGINS FACILITY,LA,75570.65752,5389056.575,N,TRUE,6.819760811,0.041789093,0.366307519,4.183262332,11.41111975,13.86618836,0.22523843,0.228229238,0.453467668,0.114261148,0.12888244,0.14847238,0.011510691,0.634672023,0,0.646182713,0.169473555,1.609868712,0.127214528,0.616424012,38.45547297,48.45547297
1013609,CAMPO VIEJO GAS PROCESSING PLANT,TX,76620.92483,5463952.707,Y,TRUE,6.877420805,0.042194795,0.813700243,4.223874756,11.9571906,14.52974472,0.236017051,0.239150983,0.475168034,0.119729033,0.135050015,0.155577418,0.021620857,0.643492579,0,0.665113436,0.187847444,1.697171664,0.127214528,0.635884372,39.98520073,49.98520073
1010234,LOGANSPORT EXPANSION GATHERING FACILITY,LA,78090.69393,5568764.139,N,TRUE,6.957596722,0.042759754,0.374815972,4.280429583,11.65560203,14.16327027,0.230064144,0.233119031,0.463183175,0.116709184,0.131643735,0.151653388,0.011894535,0.655836277,0,0.667730812,0.175124949,1.646380451,0.127214528,0.611374105,38.05851307,48.05851307
1009775,"KH PLANTATION SOUTH GAS TREATING FACILITY COUSHATTA, LA",LA,82428.27479,5878083.515,N,TRUE,7.190849157,0.044408801,0.3892709,4.44550606,12.07003492,14.66686716,0.238244429,0.241407937,0.479652366,0.120858959,0.136324531,0.157045658,0.012555222,0.692264982,0,0.704820204,0.184852339,1.708420596,0.127214528,0.60318082,37.41446043,47.41446043
1005641,LINAM RANCH GAS PLANT,NM,86577.96,794607.9963,Y,TRUE,7.600953969,0.047327213,0.912675726,4.737651232,13.29860814,16.15976427,0.263885909,0.267389895,0.531275804,0.133866619,0.1509967,0.173947976,0.025682062,0.764364551,0,0.790046614,0.23321069,1.920755687,0.593773588,2.855861698,38.09681259,48.09681259
1013697,KUDU MIDSTREAM-260 EAST TEXAS BASIN,TX,90274.39988,6437602.426,Y,TRUE,7.600953969,0.047327213,0.912675726,4.737651232,13.29860814,16.15976427,0.262494626,0.265980138,0.528474764,0.133160835,0.150200602,0.173030872,0.025473588,0.758159818,0,0.783633406,0.221320942,1.899968715,0.127214528,0.610539738,37.99292566,47.99292566
1012796,"EOG RESOURCES, INC. 420 FORT WORTH SYNCLINE BASIN GATHERING & BOOSTING",TX,90851.77103,6478775.626,Y,TRUE,7.630571444,0.047538895,0.916757879,4.758841473,13.35370969,16.22672076,0.263582248,0.267082202,0.530664451,0.133712575,0.150822945,0.173747809,0.02563651,0.763008808,0,0.788645318,0.222736452,1.908339546,0.127214528,0.609584052,37.91780167,47.91780167
1012463,SOUTH EDDY CRYO PLANT,NM,91013.20001,1390528.075,Y,TRUE,7.638839143,0.047598008,0.917897827,4.764758884,13.36909386,16.24541479,0.263885909,0.267389895,0.531275804,0.133866619,0.1509967,0.173947976,0.025682062,0.764364551,0,0.790046614,0.23321069,1.920755687,0.593773588,2.855861698,38.09681259,48.09681259
1008595,"TGG PIPELINE, LTD. - SHELBY #3 FACILITY",TX,91668.70493,6537032.404,Y,TRUE,7.672352692,0.04783772,0.92252053,4.788755088,13.43146603,16.32120615,0.265117042,0.268637376,0.533754418,0.13449116,0.15170116,0.174759513,0.025867032,0.769869739,0,0.795736771,0.224739285,1.920157355,0.127214528,0.608245825,37.81260712,47.81260712
1013924,BULLDOG GAS PLANT (PANOLA III),TX,93562.95929,6672114.515,Y,TRUE,7.768677618,0.048527562,0.935823696,4.857811114,13.61083999,16.53917188,0.268657616,0.272224962,0.540882578,0.136287257,0.153727092,0.177093384,0.026401552,0.78577843,0,0.812179982,0.229383328,1.947443293,0.127214528,0.605204163,37.57351013,47.57351013
1002943,"BARGATH, INC.- PARACHUTE",CO,96150.97,402096.3084,Y,TRUE,7.949654237,0.049827051,0.960883544,4.987895457,13.94826029,16.94918716,0.275317788,0.278973571,0.554291358,0.139665894,0.157538073,0.181483627,0.027417305,0.816009876,0,0.843427181,0.238208449,1.998860077,0.614623011,2.897133838,37.13676167,47.13676167
1012062,BECKVILLE GAS PROCESSING PLANT,TX,97162.62992,1434123.982,Y,TRUE,7.949654237,0.049827051,0.960883544,4.987895457,13.94826029,16.94918716,0.275317788,0.278973571,0.554291358,0.139665894,0.157538073,0.181483627,0.027417305,0.816009876,0,0.843427181,0.238208449,1.998860077,0.614623011,2.897133838,37.13676167,47.13676167
1011558,TARGA PEMBROOK GAS PROCESSING PLANT,TX,101781.7771,7258210.701,Y,TRUE,8.178099841,0.051473622,0.992636621,5.152723993,14.37493408,17.46765855,0.28373969,0.287507302,0.571246992,0.143938238,0.162357123,0.187035166,0.028720734,0.854803286,0,0.88352402,0.249532966,2.064042486,0.127214528,0.5929145,36.60745197,46.60745197
1010735,LAS TIENDAS PLANT,TX,104299.3218,7437740.576,Y,TRUE,8.300904087,0.05236158,1.009760347,5.241612343,14.60463836,17.74678302,0.288273708,0.292101526,0.580375234,0.1462383,0.164951509,0.190023894,0.029431134,0.875946613,0,0.905377747,0.255705096,2.099209574,0.127214528,0.589416637,36.33249414,46.33249414
1010223,GOLIAD GAS PLANT,TX,105365.9634,1991730.169,Y,TRUE,8.352584908,0.052735849,1.016977893,5.279078244,14.70137689,17.86433457,0.290183182,0.294036355,0.584219537,0.147206956,0.166044118,0.191282579,0.029732118,0.884904688,0,0.914636806,0.258320125,2.114035649,0.479916955,2.218113793,36.21870036,46.21870036
r9,REP_FACILITY_CDIV9,CA,105958.2867,13640031.31,Y,TRUE,8.381195978,0.052943196,1.020976443,5.299834506,14.75495012,17.92943392,0.291240638,0.295107851,0.586348489,0.147743393,0.166649199,0.191979631,0.02989926,0.889879251,0,0.919778511,0.750185143,2.612663073,0.070471873,0.384150689,44.51120771,54.51120771
1007449,"TALCO MIDSTREAM ASSETS, LTD. - HOLLY COMMON POINT #6 FACILITY",TX,114077.7892,8135057.708,Y,TRUE,8.767309921,0.055751489,1.075132623,5.580956361,15.4791504,18.80944373,0.305535268,0.309592291,0.615127559,0.154994912,0.17482865,0.201402347,0.032190417,0.958070018,0,0.990260435,0.279678445,2.23357024,0.127214528,0.576845405,35.34430258,45.34430258
1011012,KENEDY GAS PLANT,TX,115552.8977,8240249.904,Y,TRUE,8.836290868,0.056255151,1.084845424,5.631374994,15.60876644,18.96694628,0.308093694,0.31218469,0.620278384,0.156292776,0.176292593,0.203088807,0.032606662,0.970458558,0,1.003065221,0.28329489,2.253547772,0.127214528,0.575075828,35.20520083,45.20520083
1012529,LUCID ENERGY DELAWARE 430 PERMIAN BASIN GB,TX,116913.2084,8337255.689,Y,TRUE,8.899599714,0.056717909,1.093769422,5.677698995,15.72778604,19.1115726,0.310442963,0.314565153,0.625008116,0.157484536,0.177636856,0.204637395,0.032990514,0.98188298,0,1.014873495,0.286629891,2.271906299,0.127214528,0.573470916,35.07904286,45.07904286
1012723,IBEX MIDSTREAM-230-ARKLA BASIN,TX,118688.3933,8463846.779,Y,TRUE,8.981786413,0.057319379,1.105368409,5.737908718,15.88238292,19.29943054,0.313494474,0.317657183,0.631151658,0.159032536,0.179382944,0.206648887,0.033491435,0.99679168,0,1.030283115,0.290982017,2.295772777,0.127214528,0.571414227,34.91737194,44.91737194
1012817,ARKOMA BASIN - BG,OK,138195.4934,9854927.254,Y,TRUE,9.855415931,0.063761925,1.229608876,6.382834385,17.53162112,21.30349745,0.346047969,0.350642936,0.696690905,0.17554659,0.198010199,0.228107457,0.03899594,1.160619958,0,1.199615897,0.288547811,2.501517502,0.127214528,0.542902323,32.67612608,42.67612608
1010598,SHELBY,TX,142579.7054,10167571.96,Y,TRUE,10.04497581,0.065171258,1.256786977,6.523914466,17.89084851,21.74001155,0.35313858,0.3578277,0.710966279,0.179143585,0.202067479,0.232781437,0.040233074,1.197440289,0,1.237673364,0.349555076,2.60786908,0.127214528,0.547249722,33.0178637,43.0178637
1013396,NACOGDOCHES AMINE AND DEHYDRATION PLANT,TX,142583.443,10167838.5,Y,TRUE,10.04513643,0.065172454,1.256810039,6.524034179,17.89115311,21.74038168,0.353144592,0.357833792,0.710978384,0.179146635,0.202070919,0.232785401,0.040234129,1.197471679,0,1.237705808,0.349564239,2.607916692,0.127214528,0.54724638,33.01760098,43.01760098
1009289,HAYNESVILLE GATHERING-230-ARKLA BASIN,LA,143929.6931,10263841.61,N,TRUE,10.10288557,0.06560259,0.575047701,6.567092581,17.31062844,21.03495885,0.341685904,0.34622295,0.687908854,0.173333759,0.195514206,0.225232077,0.021922929,1.208778016,0,1.230700945,0.322774442,2.507848817,0.127214528,0.52735139,31.45370801,41.45370801
1013544,DIAMOND CRYO,TX,144167.476,10280798.26,Y,TRUE,10.11306365,0.065678437,1.266567616,6.574685241,18.01999494,21.89694345,0.355687737,0.360410706,0.716098443,0.180436746,0.203526118,0.234461788,0.040681111,1.21077501,0,1.251456121,0.353447728,2.628063542,0.127214528,0.545840506,32.90708889,42.90708889
1012901,PANTHER GAS PLANT,TX,146563.4595,2462785.529,Y,TRUE,10.21525876,0.066440624,1.281265901,6.65098326,18.21394854,22.1326256,0.359516091,0.364289894,0.723805985,0.182378831,0.205716719,0.236985357,0.041357208,1.230897419,0,1.272254627,0.359321834,2.658419892,0.539877673,2.307600359,32.74302264,42.74302264
1010768,RAMSEY GAS PLANT,TX,148935.2375,10620794.47,Y,TRUE,10.31578168,0.067191437,1.295744865,6.726142795,18.40486078,22.36461204,0.363284413,0.368108253,0.731392666,0.184290462,0.20787297,0.239469355,0.042026475,1.250816541,0,1.292843017,0.365136596,2.688332996,0.127214528,0.541732351,32.58415764,42.58415764
1013183,TARGA WILDCAT GAS PROCESSING PLANT,TX,155770.2512,11108209.51,Y,TRUE,10.60203534,0.069335375,1.337089373,6.940759938,18.94922003,23.02608857,0.37402925,0.378995765,0.753025015,0.189741208,0.214021214,0.246552123,0.043955176,1.308219667,0,1.352174843,0.381893635,2.773803048,0.127214528,0.53614428,32.14489407,42.14489407
1009840,BATTLEFIELD GAS PLANT,LA,157477.6253,11229964.9,N,TRUE,10.67277105,0.069866487,0.612423422,6.993926426,18.34898739,22.29671765,0.362181556,0.366990752,0.729172308,0.183730994,0.20724191,0.238742375,0.023986509,1.322558864,0,1.346545372,0.353156819,2.66930047,0.127214528,0.516471334,30.5984554,40.5984554
1011356,ZIA II GAS PLANT,NM,172634.8638,3108899.056,Y,TRUE,11.288132,0.074508472,1.436849322,7.458608538,20.25809833,24.61656816,0.399864549,0.405174116,0.805038665,0.20284719,0.228804288,0.263582202,0.048714025,1.449855298,0,1.498569323,0.442356666,2.999482291,0.503753572,2.083752644,31.36452348,41.36452348
1012815,ALAMO GAS PLANT,TX,180579.0566,1557417.458,Y,TRUE,11.60221187,0.076892303,1.482820012,7.697239949,20.85916414,25.34695149,0.411728689,0.417195792,0.828924481,0.208865747,0.235593002,0.27140279,0.050955713,1.516573745,0,1.567529458,0.442716063,3.075712618,1.051861583,4.285994512,30.74675396,40.74675396
1013388,ALTUS GATHERING AND BOOSTING,TX,189012.8757,13478790.76,Y,TRUE,11.92980756,0.07938888,1.530964942,7.947157721,21.4873191,26.11025213,0.424127528,0.429759268,0.853886796,0.215155551,0.242687673,0.279575841,0.053335565,1.587404266,0,1.640739831,0.463392808,3.175679686,0.127214528,0.513050673,30.32956625,40.32956625
r6,REP_FACILITY_CDIV6,MS,189702.7065,24420467.12,N,TRUE,11.95634785,0.079591589,0.69767002,7.967449661,20.70105912,25.15483065,0.408607932,0.414033597,0.82264153,0.207282619,0.233807291,0.269345654,0.028894934,1.593197735,0,1.622092669,0.485721339,3.098760721,0.070471873,0.278274592,29.48732751,39.48732751
1014208,URBAN 575 UINTA BASIN GB,CO,192319.9452,2938324.144,Y,TRUE,12.05670208,0.080358669,1.549666702,8.044237568,21.73096502,26.40631774,0.428936734,0.434632333,0.863569066,0.217595212,0.245439523,0.282745968,0.054268752,1.615178333,0,1.669447085,0.668543882,3.411585532,0.593773588,2.495174557,32.02232313,42.02232313
1005693,WEST BISTINEAU FACILITY,LA,196058.6192,13981233.26,N,TRUE,12.19913714,0.08144902,0.713951565,8.153386259,21.14792398,25.69783716,0.417428376,0.422971162,0.840399538,0.21175714,0.238854389,0.275159903,0.029863047,1.646577183,0,1.67644023,0.439677943,3.109123882,0.127214528,0.491389165,28.62681195,38.62681195
1012781,LOBO PROCESSING PLANT,TX,217602.5366,15517562.23,Y,TRUE,13.00016014,0.087615405,1.689608324,8.770667095,23.54805096,28.61434435,0.464803291,0.470975141,0.935778433,0.235789949,0.265962528,0.306388439,0.061402982,1.827511452,0,1.888914434,0.533484558,3.505892113,0.127214528,0.497206416,29.0840908,39.0840908
1013400,ORLA GAS PLANT,TX,222905.8437,1948819.529,Y,TRUE,13.19252049,0.089104723,1.718328885,8.919754005,23.9197081,29.06596242,0.472139247,0.478408507,0.950547754,0.239511404,0.270160195,0.311224145,0.062899466,1.872050705,0,1.934950171,0.546486394,3.565807236,1.037638516,4.034063363,28.87734796,38.87734796
1009090,PLEASANT HILL GAS TREATING FACILITY,LA,225141.822,16055199.94,N,TRUE,13.27308752,0.089729455,0.786534751,8.982292284,23.13164401,28.10834867,0.456584041,0.462646753,0.919230794,0.231620408,0.261259436,0.300970484,0.034292911,1.890829328,0,1.925122239,0.504899471,3.424745089,0.127214528,0.476539541,27.45952201,37.45952201
1011011,JACKSON COUNTY GAS PLANT,TX,261329.8581,9548313.708,Y,TRUE,14.53647147,0.099597406,1.920673727,9.970115335,26.52685794,32.23403282,0.523600484,0.530553067,1.054153551,0.265617163,0.299606545,0.345146297,0.073741937,2.194750649,0,2.268492586,0.640688505,3.989102906,0.248289644,0.932462298,27.55542446,37.55542446
1009181,CONVERSE CENTRAL FACILITY,LA,279735.4324,19948351.92,N,TRUE,15.15268701,0.104457335,0.915633824,10.45661444,26.62939261,32.35862752,0.525624365,0.532603822,1.058228187,0.266643857,0.300764619,0.346480397,0.042608442,2.349327881,0,2.391936323,0.627330234,3.988687312,0.127214528,0.454660853,25.73969583,35.73969583
1012329,POWDER RIVER BASIN - G&B - AAPG PROVINCE 515,CO,299132.896,4570245.743,Y,TRUE,15.78522721,0.10947643,2.111184534,10.95904682,28.964935,35.19665493,0.571724477,0.579316071,1.151040548,0.290029972,0.32714331,0.37686861,0.08440918,2.512235389,0,2.596644569,1.039847777,4.69601413,0.593773588,2.276474743,28.33910416,38.33910416
1006682,ROBELINE PLANT,LA,346677.5593,24722095.07,N,TRUE,17.27143354,0.121384635,1.064012189,12.15110771,30.60793808,37.19314526,0.604154899,0.612177118,1.216332017,0.306481593,0.345700143,0.398246054,0.052804862,2.911534119,0,2.96433898,0.777453584,4.641011825,0.127214528,0.434643331,24.16617092,34.16617092
1013753,FREEPORT LNG PRETREATMENT FACILITY,TX,356003.2424,25387123.48,Y,TRUE,17.55337383,0.123661204,2.38472904,12.37900182,32.44076589,39.42030055,0.640332178,0.648834773,1.289166951,0.324833956,0.366400944,0.422093346,0.100456828,2.989854864,0,3.090311692,0.872794203,4.967705403,0.127214528,0.447663947,25.18968739,35.18968739
1009093,YOAKUM CRYOGENIC PLANT,TX,372316.6471,12007716.79,Y,TRUE,18.03974058,0.127601101,2.460707491,12.77340193,33.4014511,40.58767433,0.659294667,0.668049053,1.32734372,0.334453432,0.377251365,0.434593015,0.105060137,3.126861235,0,3.231921372,0.912788909,5.128964835,0.2812861,0.980784034,24.86784574,34.86784574
r1,REP_FACILITY_CDIV1,NH,396458.8821,2469819.654,N,TRUE,18.74453033,0.133338146,1.168792183,13.34770396,33.39436462,40.57906322,0.65915479,0.667907319,1.32706211,0.334382474,0.377171327,0.434500812,0.0603874,3.329617194,0,3.390004594,1.59716343,5.81244485,1.45622728,5.310218791,26.46559067,36.46559067
9999999,GREENFIELD,MI,401460.6919,2469819.654,N,TRUE,18.88843334,0.134513485,1.179094768,13.46536033,33.66740192,40.91084368,0.664544138,0.673368229,1.337912367,0.337116435,0.380255136,0.438053355,0.06114926,3.371624354,0,3.432773614,1.383893534,5.633639723,1.474599353,5.210032588,25.33185184,35.33185184
r3,REP_FACILITY_CDIV3,MI,474521.542,61085252.45,N,TRUE,20.91653827,0.151214994,1.325493936,15.13725101,37.5304982,45.60507368,0.740795878,0.750632472,1.49142835,0.375798162,0.423886724,0.48831688,0.072277665,3.985218029,0,4.057495694,1.635744936,6.373119446,0.070471873,0.241328896,24.24471165,34.24471165
1013593,"DTE LOUISIANA GATHERING, LLC 230 - ARKLA BASIN GB",LA,616064.4503,43932477.04,N,TRUE,24.52706834,0.181532341,1.591244429,18.17214375,44.47198885,54.04000547,0.877810517,0.889466447,1.767276965,0.445304285,0.502287114,0.578634014,0.093837046,5.17395089,0,5.267787936,1.381576343,6.995156671,0.127214528,0.387967283,20.49708939,30.49708939
1002265,ContangoResources_LOST CABIN,WY,664050.1,784698.7557,Y,TRUE,20.91653827,0.151214994,1.325493936,15.13725101,37.5304982,45.60507368,0.571724477,0.579316071,1.151040548,0.290029972,0.32714331,0.37686861,0.08440918,2.512235389,0,2.596644569,1.039847777,4.69601413,0.593773588,2.276474743,28.33910416,38.33910416
1004301,Century Gas Plant,TX,800000,3061914.439,Y,TRUE,18.03974058,0.127601101,2.460707491,12.77340193,33.4014511,40.58767433,0.659294667,0.668049053,1.32734372,0.334453432,0.377251365,0.434593015,0.105060137,3.126861235,0,3.231921372,0.912788909,5.128964835,0.2812861,0.980784034,24.86784574,34.86784574
1011064,RED HILLS GAS PROCESSING PLANT,NM,926038.0058,14148297.66,Y,TRUE,31.44975489,0.241465936,4.656519657,24.17174629,60.51948678,73.54007502,1.194564115,1.21042603,2.404990144,0.60599014,0.683534943,0.787431245,0.26130897,7.777230389,0,8.038539359,2.372864182,10.01207729,0.593773588,1.752650088,19.51714465,29.51714465
r7,REP_FACILITY_CDIV7,TX,1923424.992,225588946.6,Y,TRUE,49.12013998,0.40278045,7.767369246,40.32000133,97.610291,118.6108559,1.926681092,1.952264358,3.87894545,0.977385584,1.10245556,1.270027178,0.542751162,16.1536775,0,16.69642866,4.715558688,17.03664491,0.07734882,0.201024243,15.98930972,25.98930972
1002150,SHUTE CREEK FACILITY,WY,2846015.641,43482315.19,N,TRUE,62.38187623,0.529885216,4.644775095,53.04371796,120.6002545,146.5470419,2.380468572,2.412077416,4.792545987,1.207587325,1.362114792,1.569154228,0.433496367,23.90195564,0,24.335452,8.372498823,23.59554672,0.593773588,1.482431344,14.9662729,24.9662729
r8,REP_FACILITY_CDIV8,CO,4260912.696,122253026.7,Y,TRUE,79.79401136,0.702857931,13.55417592,70.35900749,164.4100527,199.7823884,3.245208436,3.288299653,6.533508089,1.646261002,1.85692282,2.139172346,1.202342346,35.78481607,0,36.98715841,14.81181326,35.56485492,0.316183548,0.792591028,15.0674342,25.0674342
